day,dayOfWeek,postLength,mediaType,postingTime,impressions
22,Sunday,1000,text,morning,2269
23,Monday,1000,text,morning,29250
24,Tuesday,1000,text,morning,706
25,Wednesday,1000,text,morning,38019
26,Thursday,1000,text,morning,16665
27,Friday,1000,text,morning,4900
28,Saturday,1000,text,morning,49584
29,Sunday,1000,text,morning,30793
30,Monday,1000,text,morning,13564
1,Sunday,1000,text,morning,29113
2,Monday,1000,text,morning,40884
3,Tuesday,1000,text,morning,28992
4,Wednesday,1000,text,morning,40635
5,Thursday,1000,text,morning,4795
6,Friday,1000,text,morning,2883
7,Saturday,1000,text,morning,3870
8,Sunday,1000,text,morning,35359
9,Monday,1000,text,morning,10927
10,Tuesday,1000,text,morning,5527
11,Wednesday,1000,text,morning,696
12,Thursday,1000,text,morning,39661
13,Friday,1000,text,morning,8185
14,Saturday,1000,text,morning,10542
15,Sunday,1000,text,morning,14415
16,Monday,1000,text,morning,13885
17,Tuesday,1000,text,morning,37902
18,Wednesday,1000,text,morning,6579
19,Thursday,1000,text,morning,24433
20,Friday,1000,text,morning,5095
21,Saturday,1000,text,morning,15700
22,Sunday,1000,text,morning,20170
23,Monday,1000,text,morning,14029
24,Tuesday,1000,text,morning,18043
25,Wednesday,1000,text,morning,23056
26,Thursday,1000,text,morning,13825
27,Friday,1000,text,morning,3763
28,Saturday,1000,text,morning,17128
29,Sunday,1000,text,morning,45682
30,Monday,1000,text,morning,6906
1,Sunday,1000,text,morning,3594
2,Monday,1000,text,morning,11341
3,Tuesday,1000,text,morning,13102
4,Wednesday,1000,text,morning,13339
5,Thursday,1000,text,morning,11550
6,Friday,1000,text,morning,1951
7,Saturday,1000,text,morning,27202
8,Sunday,1000,text,morning,6453
9,Monday,1000,text,morning,1735
10,Tuesday,1000,text,morning,29925
11,Wednesday,1000,text,morning,20244
12,Thursday,1000,text,morning,45495
13,Friday,1000,text,morning,2997
14,Saturday,1000,text,morning,8974
15,Sunday,1000,text,morning,8158
16,Monday,1000,text,morning,4053
17,Tuesday,1000,text,morning,16752
18,Wednesday,1000,text,morning,559
19,Thursday,1000,text,morning,9963
20,Friday,1000,text,morning,17089
21,Saturday,1000,text,morning,20586
22,Sunday,1000,text,morning,5305
23,Monday,1000,text,morning,10327
24,Tuesday,1000,text,morning,3697
25,Wednesday,1000,text,morning,7741
26,Thursday,1000,text,morning,10002
27,Friday,1000,text,morning,24850
28,Saturday,1000,text,morning,30079
29,Sunday,1000,text,morning,32389
30,Monday,1000,text,morning,88
1,Sunday,1000,text,morning,2098
2,Monday,1000,text,morning,12006
3,Tuesday,1000,text,morning,13293
4,Wednesday,1000,text,morning,2232
5,Thursday,1000,text,morning,12268
6,Friday,1000,text,morning,1884
7,Saturday,1000,text,morning,1983
8,Sunday,1000,text,morning,10545
9,Monday,1000,text,morning,34519
10,Tuesday,1000,text,morning,3240
11,Wednesday,1000,text,morning,1654
12,Thursday,1000,text,morning,1243
13,Friday,1000,text,morning,14271
14,Saturday,1000,text,morning,163
15,Sunday,1000,text,morning,6055
16,Monday,1000,text,morning,27153
17,Tuesday,1000,text,morning,679
18,Wednesday,1000,text,morning,17148
19,Thursday,1000,text,morning,17091
20,Friday,1000,text,morning,5211
21,Saturday,1000,text,morning,5440
22,Sunday,1000,text,morning,12018
23,Monday,1000,text,morning,2524
24,Tuesday,1000,text,morning,22381
25,Wednesday,1000,text,morning,4585
26,Thursday,1000,text,morning,20901
27,Friday,1000,text,morning,4698
28,Saturday,1000,text,morning,4192
29,Sunday,1000,text,morning,21355
30,Monday,1000,text,morning,17271
1,Sunday,1000,text,morning,9306
2,Monday,1000,text,morning,4603
3,Tuesday,1000,text,morning,25114
4,Wednesday,1000,text,morning,53413
5,Thursday,1000,text,morning,26170
6,Friday,1000,text,morning,4786
7,Saturday,1000,text,morning,4452
8,Sunday,1000,text,morning,8314
9,Monday,1000,text,morning,10608
10,Tuesday,1000,text,morning,31033
11,Wednesday,1000,text,morning,36676
12,Thursday,1000,text,morning,7236
13,Friday,1000,text,morning,14340
14,Saturday,1000,text,morning,3538
15,Sunday,1000,text,morning,29113
16,Monday,1000,text,morning,2557
17,Tuesday,1000,text,morning,20161
18,Wednesday,1000,text,morning,9972
19,Thursday,1000,text,morning,20188
20,Friday,1000,text,morning,474
21,Saturday,1000,text,morning,36691
22,Sunday,1000,text,morning,5800
23,Monday,1000,text,morning,2134
24,Tuesday,1000,text,morning,26961
25,Wednesday,1000,text,morning,26203
26,Thursday,1000,text,morning,3273
27,Friday,1000,text,morning,26502
28,Saturday,1000,text,morning,15466
29,Sunday,1000,text,morning,14562
30,Monday,1000,text,morning,162
1,Sunday,1000,text,morning,11701
2,Monday,1000,text,morning,9093
3,Tuesday,1000,text,morning,4764
4,Wednesday,1000,text,morning,15606
5,Thursday,1000,text,morning,14043
6,Friday,1000,text,morning,2419
7,Saturday,1000,text,morning,6828
8,Sunday,1000,text,morning,3627
9,Monday,1000,text,morning,14451
10,Tuesday,1000,text,morning,59094
11,Wednesday,1000,text,morning,13527
12,Thursday,1000,text,morning,5380
13,Friday,1000,text,morning,1060
14,Saturday,1000,text,morning,22300
15,Sunday,1000,text,morning,7047
16,Monday,1000,text,morning,19252
17,Tuesday,1000,text,morning,20331
18,Wednesday,1000,text,morning,7935
19,Thursday,1000,text,morning,3417
20,Friday,1000,text,morning,11818
21,Saturday,1000,text,morning,16894
22,Sunday,1000,text,morning,24966
23,Monday,1000,text,morning,56331
24,Tuesday,1000,text,morning,9294
25,Wednesday,1000,text,morning,1581
26,Thursday,1000,text,morning,1141
27,Friday,1000,text,morning,16002
28,Saturday,1000,text,morning,1209
29,Sunday,1000,text,morning,3988
30,Monday,1000,text,morning,5062
1,Sunday,1000,text,morning,17704
2,Monday,1000,text,morning,2178
3,Tuesday,1000,text,morning,12625
4,Wednesday,1000,text,morning,10363
5,Thursday,1000,text,morning,3825
6,Friday,1000,text,morning,2242
7,Saturday,1000,text,morning,11689
8,Sunday,1000,text,morning,3028
9,Monday,1000,text,morning,6286
10,Tuesday,1000,text,morning,10056
11,Wednesday,1000,text,morning,6285
12,Thursday,1000,text,morning,3991
13,Friday,1000,text,morning,2992
14,Saturday,1000,text,morning,3988
15,Sunday,1000,text,morning,19117
16,Monday,1000,text,morning,13704
17,Tuesday,1000,text,morning,7479
18,Wednesday,1000,text,morning,6735
19,Thursday,1000,text,morning,2772
20,Friday,1000,text,morning,2748
21,Saturday,1000,text,morning,13326
22,Sunday,1000,text,morning,26653
23,Monday,1000,text,morning,51315
24,Tuesday,1000,text,morning,7099
25,Wednesday,1000,text,morning,37539
26,Thursday,1000,text,morning,11553
27,Friday,1000,text,morning,52168
28,Saturday,1000,text,morning,16050
29,Sunday,1000,text,morning,4425
30,Monday,1000,text,morning,28
1,Sunday,1000,text,morning,25173
2,Monday,1000,text,morning,17016
3,Tuesday,1000,text,morning,2767
4,Wednesday,1000,text,morning,12640
5,Thursday,1000,text,morning,5421
6,Friday,1000,text,morning,32730
7,Saturday,1000,text,morning,759
8,Sunday,1000,text,morning,988
9,Monday,1000,text,morning,14190
10,Tuesday,1000,text,morning,73984
11,Wednesday,1000,text,morning,6079
12,Thursday,1000,text,morning,30537
13,Friday,1000,text,morning,23229
14,Saturday,1000,text,morning,10476
15,Sunday,1000,text,morning,15207
16,Monday,1000,text,morning,7497
17,Tuesday,1000,text,morning,1186
18,Wednesday,1000,text,morning,2008
19,Thursday,1000,text,morning,9955
20,Friday,1000,text,morning,6291
21,Saturday,1000,text,morning,9795
22,Sunday,1000,text,morning,9961
23,Monday,1000,text,morning,31804
24,Tuesday,1000,text,morning,25020
25,Wednesday,1000,text,morning,3838
26,Thursday,1000,text,morning,46537
27,Friday,1000,text,morning,9172
28,Saturday,1000,text,morning,11029
29,Sunday,1000,text,morning,5670
30,Monday,1000,text,morning,6991
1,Sunday,1250,text,morning,36622
2,Monday,1250,text,morning,41136
3,Tuesday,1250,text,morning,13101
4,Wednesday,1250,text,morning,790
5,Thursday,1250,text,morning,7108
6,Friday,1250,text,morning,7530
7,Saturday,1250,text,morning,54289
8,Sunday,1250,text,morning,13236
9,Monday,1250,text,morning,7357
10,Tuesday,1250,text,morning,5721
11,Wednesday,1250,text,morning,8746
12,Thursday,1250,text,morning,2193
13,Friday,1250,text,morning,28056
14,Saturday,1250,text,morning,3655
15,Sunday,1250,text,morning,4620
16,Monday,1250,text,morning,2995
17,Tuesday,1250,text,morning,13702
18,Wednesday,1250,text,morning,12960
19,Thursday,1250,text,morning,18313
20,Friday,1250,text,morning,10596
21,Saturday,1250,text,morning,24595
22,Sunday,1250,text,morning,11983
23,Monday,1250,text,morning,39766
24,Tuesday,1250,text,morning,1215
25,Wednesday,1250,text,morning,24360
26,Thursday,1250,text,morning,17682
27,Friday,1250,text,morning,13251
28,Saturday,1250,text,morning,1530
29,Sunday,1250,text,morning,2794
30,Monday,1250,text,morning,36048
1,Sunday,1000,poll,afternoon,1026
2,Monday,1000,poll,afternoon,29082
3,Tuesday,1000,poll,afternoon,14407
4,Wednesday,1000,poll,afternoon,4028
5,Thursday,1000,poll,afternoon,142
6,Friday,1000,poll,afternoon,768
7,Saturday,1000,poll,afternoon,4026
8,Sunday,1000,poll,afternoon,11428
9,Monday,1000,poll,afternoon,7826
10,Tuesday,1000,poll,afternoon,7119
11,Wednesday,1000,poll,afternoon,1548
12,Thursday,1000,poll,afternoon,14295
13,Friday,1000,poll,afternoon,14837
14,Saturday,1000,poll,afternoon,40755
15,Sunday,1000,poll,afternoon,5472
16,Monday,1000,poll,afternoon,20190
17,Tuesday,1000,poll,afternoon,62146
18,Wednesday,1000,poll,afternoon,9172
19,Thursday,1000,poll,afternoon,2250
20,Friday,1000,poll,afternoon,1152
21,Saturday,1000,poll,afternoon,10823
22,Sunday,1000,poll,afternoon,9568
23,Monday,1000,poll,afternoon,9126
24,Tuesday,1000,poll,afternoon,21330
25,Wednesday,1000,poll,afternoon,17663
26,Thursday,1000,poll,afternoon,3533
27,Friday,1000,poll,afternoon,7473
28,Saturday,1000,poll,afternoon,51010
29,Sunday,1000,poll,afternoon,9716
30,Monday,1000,poll,afternoon,6715
1,Sunday,1000,text,morning,3691
2,Monday,1000,text,morning,27313
3,Tuesday,1000,text,morning,22734
4,Wednesday,1000,text,morning,23326
5,Thursday,1000,text,morning,6138
6,Friday,1000,text,morning,733
7,Saturday,1000,text,morning,11559
8,Sunday,1000,text,morning,26994
9,Monday,1000,text,morning,2505
10,Tuesday,1000,text,morning,3981
11,Wednesday,1000,text,morning,22935
12,Thursday,1000,text,morning,13039
13,Friday,1000,text,morning,21162
14,Saturday,1000,text,morning,47878
15,Sunday,1000,text,morning,3316
16,Monday,1000,text,morning,5800
17,Tuesday,1000,text,morning,2410
18,Wednesday,1000,text,morning,11785
19,Thursday,1000,text,morning,2247
20,Friday,1000,text,morning,310
21,Saturday,1000,text,morning,1651
22,Sunday,1000,text,morning,20266
23,Monday,1000,text,morning,22062
24,Tuesday,1000,text,morning,23238
25,Wednesday,1000,text,morning,6775
26,Thursday,1000,text,morning,21304
27,Friday,1000,text,morning,1609
28,Saturday,1000,text,morning,3664
29,Sunday,1000,text,morning,29239
30,Monday,1000,text,morning,29785
1,Sunday,1000,text,morning,17148
2,Monday,1000,text,morning,24241
3,Tuesday,1000,text,morning,2487
4,Wednesday,1000,text,morning,6480
5,Thursday,1000,text,morning,963
6,Friday,1000,text,morning,5176
7,Saturday,1000,text,morning,57223
8,Sunday,1000,text,morning,9372
9,Monday,1000,text,morning,4671
10,Tuesday,1000,text,morning,22909
11,Wednesday,1000,text,morning,3819
12,Thursday,1000,text,morning,9961
13,Friday,1000,text,morning,24565
14,Saturday,1000,text,morning,20092
15,Sunday,1000,text,morning,7255
16,Monday,1000,text,morning,4122
17,Tuesday,1000,text,morning,177
18,Wednesday,1000,text,morning,1989
19,Thursday,1000,text,morning,6858
20,Friday,1000,text,morning,12096
21,Saturday,1000,text,morning,22159
22,Sunday,1000,text,morning,16980
23,Monday,1000,text,morning,3709
24,Tuesday,1000,text,morning,13935
25,Wednesday,1000,text,morning,6474
26,Thursday,1000,text,morning,19038
27,Friday,1000,text,morning,6090
28,Saturday,1000,text,morning,11466
29,Sunday,1000,text,morning,31207
30,Monday,1000,text,morning,2914
1,Sunday,1000,text,morning,23467
2,Monday,1000,text,morning,5233
3,Tuesday,1000,text,morning,16375
4,Wednesday,1000,text,morning,4765
5,Thursday,1000,text,morning,24613
6,Friday,1000,text,morning,9564
7,Saturday,1000,text,morning,2029
8,Sunday,1000,text,morning,26511
9,Monday,1000,text,morning,4590
10,Tuesday,1000,text,morning,2095
11,Wednesday,1000,text,morning,16393
12,Thursday,1000,text,morning,388
13,Friday,1000,text,morning,21904
14,Saturday,1000,text,morning,6004
15,Sunday,1000,text,morning,7444
16,Monday,1000,text,morning,3811
17,Tuesday,1000,text,morning,24628
18,Wednesday,1000,text,morning,38112
19,Thursday,1000,text,morning,2410
20,Friday,1000,text,morning,2116
21,Saturday,1000,text,morning,21285
22,Sunday,1000,text,morning,3402
23,Monday,1000,text,morning,11208
24,Tuesday,1000,text,morning,16732
25,Wednesday,1000,text,morning,14607
26,Thursday,1000,text,morning,4065
27,Friday,1000,text,morning,32013
28,Saturday,1000,text,morning,796
29,Sunday,1000,text,morning,10429
30,Monday,1000,text,morning,7531
1,Sunday,1000,text,morning,7987
2,Monday,1000,text,morning,37077
3,Tuesday,1000,text,morning,35848
4,Wednesday,1000,text,morning,21832
5,Thursday,1000,text,morning,387
6,Friday,1000,text,morning,1840
7,Saturday,1000,text,morning,30724
8,Sunday,1000,text,morning,1515
9,Monday,1000,text,morning,2995
10,Tuesday,1000,text,morning,14466
11,Wednesday,1000,text,morning,29619
12,Thursday,1000,text,morning,10852
13,Friday,1000,text,morning,468
14,Saturday,1000,text,morning,42421
15,Sunday,1000,text,morning,28738
16,Monday,1000,text,morning,12118
17,Tuesday,1000,text,morning,1494
18,Wednesday,1000,text,morning,5875
19,Thursday,1000,text,morning,9076
20,Friday,1000,text,morning,24792
21,Saturday,1000,text,morning,13317
22,Sunday,1000,text,morning,10803
23,Monday,1000,text,morning,27622
24,Tuesday,1000,text,morning,25077
25,Wednesday,1000,text,morning,3771
26,Thursday,1000,text,morning,10243
27,Friday,1000,text,morning,3048
28,Saturday,1000,text,morning,4642
29,Sunday,1000,text,morning,12589
30,Monday,1000,text,morning,14647
1,Sunday,750,poll,evening,3307
2,Monday,750,poll,evening,11522
3,Tuesday,750,poll,evening,93325
4,Wednesday,750,poll,evening,722
5,Thursday,750,poll,evening,18281
6,Friday,750,poll,evening,7499
7,Saturday,750,poll,evening,25825
8,Sunday,750,poll,evening,45418
9,Monday,750,poll,evening,31653
10,Tuesday,750,poll,evening,10296
11,Wednesday,750,poll,evening,23904
12,Thursday,750,poll,evening,86733
13,Friday,750,poll,evening,24390
14,Saturday,750,poll,evening,35619
15,Sunday,750,poll,evening,27245
16,Monday,750,poll,evening,11047
17,Tuesday,750,poll,evening,24781
18,Wednesday,750,poll,evening,1991
19,Thursday,750,poll,evening,83227
20,Friday,750,poll,evening,10617
21,Saturday,750,poll,evening,10467
22,Sunday,750,poll,evening,18
23,Monday,750,poll,evening,13311
24,Tuesday,750,poll,evening,19413
25,Wednesday,750,poll,evening,10431
26,Thursday,750,poll,evening,78077
27,Friday,750,poll,evening,8050
28,Saturday,750,poll,evening,3926
29,Sunday,750,poll,evening,21366
30,Monday,750,poll,evening,21883
1,Sunday,750,poll,evening,23600
2,Monday,750,poll,evening,30399
3,Tuesday,750,poll,evening,8280
4,Wednesday,750,poll,evening,1116
5,Thursday,750,poll,evening,6126
6,Friday,750,poll,evening,14976
7,Saturday,750,poll,evening,34186
8,Sunday,750,poll,evening,38234
9,Monday,750,poll,evening,19651
10,Tuesday,750,poll,evening,3123
11,Wednesday,750,poll,evening,10487
12,Thursday,750,poll,evening,30910
13,Friday,750,poll,evening,38569
14,Saturday,750,poll,evening,32890
15,Sunday,750,poll,evening,11571
16,Monday,750,poll,evening,2016
17,Tuesday,750,poll,evening,26583
18,Wednesday,750,poll,evening,12345
19,Thursday,750,poll,evening,17543
20,Friday,750,poll,evening,47085
21,Saturday,750,poll,evening,59107
22,Sunday,750,poll,evening,26151
23,Monday,750,poll,evening,74544
24,Tuesday,750,poll,evening,5053
25,Wednesday,750,poll,evening,6412
26,Thursday,750,poll,evening,10485
27,Friday,750,poll,evening,2497
28,Saturday,750,poll,evening,2274
29,Sunday,750,poll,evening,53345
30,Monday,750,poll,evening,33484
1,Sunday,750,poll,evening,2848
2,Monday,750,poll,evening,5411
3,Tuesday,750,poll,evening,16357
4,Wednesday,750,poll,evening,12195
5,Thursday,750,poll,evening,2855
6,Friday,750,poll,evening,5782
7,Saturday,750,poll,evening,19665
8,Sunday,750,poll,evening,13936
9,Monday,750,poll,evening,38220
10,Tuesday,750,poll,evening,1597
11,Wednesday,750,poll,evening,18013
12,Thursday,750,poll,evening,43845
13,Friday,750,poll,evening,5442
14,Saturday,750,poll,evening,48453
15,Sunday,750,poll,evening,72582
16,Monday,750,poll,evening,26174
17,Tuesday,750,poll,evening,12928
18,Wednesday,750,poll,evening,14042
19,Thursday,750,poll,evening,20997
20,Friday,750,poll,evening,82035
21,Saturday,750,poll,evening,33210
22,Sunday,750,poll,evening,2047
23,Monday,750,poll,evening,34731
24,Tuesday,750,poll,evening,11189
25,Wednesday,750,poll,evening,39278
26,Thursday,750,poll,evening,8563
27,Friday,750,poll,evening,47299
28,Saturday,750,poll,evening,5816
29,Sunday,750,poll,evening,30372
30,Monday,750,poll,evening,6738
1,Sunday,750,poll,evening,70661
2,Monday,750,poll,evening,14859
3,Tuesday,750,poll,evening,32132
4,Wednesday,750,poll,evening,2477
5,Thursday,750,poll,evening,9805
6,Friday,750,poll,evening,2011
7,Saturday,750,poll,evening,8307
8,Sunday,750,poll,evening,95539
9,Monday,750,poll,evening,22545
10,Tuesday,750,poll,evening,715
11,Wednesday,750,poll,evening,4344
12,Thursday,750,poll,evening,1197
13,Friday,750,poll,evening,23517
14,Saturday,750,poll,evening,38124
15,Sunday,750,poll,evening,26826
16,Monday,750,poll,evening,12278
17,Tuesday,750,poll,evening,4475
18,Wednesday,750,poll,evening,21282
19,Thursday,750,poll,evening,537
20,Friday,750,poll,evening,35356
21,Saturday,750,poll,evening,5940
22,Sunday,750,poll,evening,4567
23,Monday,750,poll,evening,12024
24,Tuesday,750,poll,evening,1968
25,Wednesday,750,poll,evening,5991
26,Thursday,750,poll,evening,18526
27,Friday,750,poll,evening,1383
28,Saturday,750,poll,evening,22311
29,Sunday,750,poll,evening,33808
30,Monday,750,poll,evening,54738
1,Sunday,750,poll,evening,6707
2,Monday,750,poll,evening,490
3,Tuesday,750,poll,evening,20247
4,Wednesday,750,poll,evening,27119
5,Thursday,750,poll,evening,3966
6,Friday,750,poll,evening,60574
7,Saturday,750,poll,evening,7697
8,Sunday,750,poll,evening,65097
9,Monday,750,poll,evening,3901
10,Tuesday,750,poll,evening,11232
11,Wednesday,750,poll,evening,107532
12,Thursday,750,poll,evening,10617
13,Friday,750,poll,evening,9186
14,Saturday,750,poll,evening,15207
15,Sunday,750,poll,evening,20052
16,Monday,750,poll,evening,37161
17,Tuesday,750,poll,evening,60473
18,Wednesday,750,poll,evening,22263
19,Thursday,750,poll,evening,9297
20,Friday,750,poll,evening,40603
21,Saturday,750,poll,evening,724
22,Sunday,750,poll,evening,8858
23,Monday,750,poll,evening,12928
24,Tuesday,750,poll,evening,41753
25,Wednesday,750,poll,evening,12595
26,Thursday,750,poll,evening,2538
27,Friday,750,poll,evening,95348
28,Saturday,750,poll,evening,35448
29,Sunday,750,poll,evening,28548
30,Monday,750,poll,evening,15565
1,Sunday,750,poll,evening,1849
2,Monday,750,poll,evening,98394
3,Tuesday,750,poll,evening,30213
4,Wednesday,750,poll,evening,23334
5,Thursday,750,poll,evening,12291
6,Friday,750,poll,evening,10800
7,Saturday,750,poll,evening,713
8,Sunday,750,poll,evening,67459
